customer_id,name,email,city,signup_channel,signup_date,age,gender
1075,customer_74,customer74.gmail.com,Hyderabad,Paid Social,2022-06-17,53,F
1076,customer_75,customer75.gmail.com,Pune,Paid Social,2024-02-15,60,F
1077,customer_76,customer76.gmail.com,Bengaluru,Google Search,2023-09-17,41,M
1078,customer_77,customer77.gmail.com,Hyderabad,Organic,2023-04-11,21,M
1079,customer_78,customer78.gmail.com,Mumbai,Organic,2024-11-15,42,M
1080,customer_79,customer79.gmail.com,Hyderabad,Paid Social,2022-11-11,58,F
1081,customer_80,customer80.gmail.com,Bengaluru,SMS,2023-04-08,28,F
1082,customer_81,customer81.gmail.com,Delhi,Email,2023-10-12,63,F
1083,customer_82,customer82.gmail.com,Delhi,Organic,2023-06-05,20,M
1084,customer_83,customer83.gmail.com,Pune,SMS,2022-12-03,24,F
1085,customer_84,customer84.gmail.com,Hyderabad,Email,2022-12-20,28,M
1086,customer_85,customer85.gmail.com,Mumbai,Google Search,2023-12-27,18,F
1087,customer_86,customer86.gmail.com,Chennai,Paid Social,2023-01-13,58,M
1088,customer_87,customer87.gmail.com,Pune,SMS,2023-01-28,58,F
1089,customer_88,customer88.gmail.com,Pune,Email,2022-09-19,43,F
1090,customer_89,customer89.gmail.com,Pune,Paid Social,2022-05-02,31,M
1091,customer_90,customer90.gmail.com,Bengaluru,Paid Social,2023-05-29,64,M
1092,customer_91,customer91.gmail.com,Chennai,Organic,2023-02-03,59,F
1093,customer_92,customer92.gmail.com,Delhi,Email,2024-08-25,33,M
1094,customer_93,customer93.gmail.com,Bengaluru,Paid Social,2022-02-26,29,M
1095,customer_94,customer94.gmail.com,Delhi,Organic,2022-07-07,46,F
1096,customer_95,customer95.gmail.com,Hyderabad,Paid Social,2022-03-03,49,F
1097,customer_96,customer96.gmail.com,Chennai,Email,2022-10-29,27,Others
1098,customer_97,customer97.gmail.com,Bengaluru,Paid Social,2024-01-20,46,M
1099,customer_98,customer98.gmail.com,Mumbai,Google Search,2022-07-01,55,M
1100,customer_99,customer99.gmail.com,Hyderabad,Google Search,2024-08-05,36,M
1101,customer_100,customer100.gmail.com,Bengaluru,Google Search,2022-12-09,26,M
1102,customer_101,customer101.gmail.com,Mumbai,Google Search,2022-04-13,42,M
1103,customer_102,customer102.gmail.com,Hyderabad,SMS,2024-05-31,36,F
1104,customer_103,customer103.gmail.com,Hyderabad,Paid Social,2024-05-22,56,M
1105,customer_104,customer104.gmail.com,Mumbai,Paid Social,2023-11-28,26,M
1106,customer_105,customer105.gmail.com,Chennai,Paid Social,2022-09-25,34,F
1107,customer_106,customer106.gmail.com,Chennai,Paid Social,2022-03-25,44,F
1108,customer_107,customer107.gmail.com,Mumbai,Organic,2022-12-03,25,F
1109,customer_108,customer108.gmail.com,Pune,SMS,2024-03-03,40,F
1110,customer_109,customer109.gmail.com,Bengaluru,Paid Social,2024-10-24,30,M
1111,customer_110,customer110.gmail.com,Chennai,Organic,2022-07-29,58,Others
1112,customer_111,customer111.gmail.com,Delhi,SMS,2024-03-14,25,M
1113,customer_112,customer112.gmail.com,Chennai,Organic,2022-10-28,30,M
1114,customer_113,customer113.gmail.com,Mumbai,Google Search,2023-04-30,30,M
1115,customer_114,customer114.gmail.com,Delhi,Google Search,2023-10-07,34,Others
1116,customer_115,customer115.gmail.com,Chennai,Organic,2024-02-21,37,F
1117,customer_116,customer116.gmail.com,Pune,Paid Social,2023-01-20,22,F
1118,customer_117,customer117.gmail.com,Chennai,SMS,2023-01-25,42,Others
1119,customer_118,customer118.gmail.com,Delhi,Email,2022-05-08,33,F
1120,customer_119,customer119.gmail.com,Mumbai,Organic,2023-03-16,60,Others
1121,customer_120,customer120.gmail.com,Chennai,Organic,2023-10-26,35,F
1122,customer_121,customer121.gmail.com,Bengaluru,Organic,2022-10-07,26,F
1123,customer_122,customer122.gmail.com,Delhi,Paid Social,2024-11-02,52,M
1124,customer_123,customer123.gmail.com,Hyderabad,Organic,2024-12-21,27,M
1125,customer_124,customer124.gmail.com,Chennai,Email,2022-03-21,52,M
1126,customer_125,customer125.gmail.com,Delhi,Google Search,2022-06-11,54,M
1127,customer_126,customer126.gmail.com,Pune,Google Search,2023-06-25,36,F
1128,customer_127,customer127.gmail.com,Pune,SMS,2022-12-27,30,M
1129,customer_128,customer128.gmail.com,Mumbai,SMS,2022-09-26,53,M
1130,customer_129,customer129.gmail.com,Bengaluru,Google Search,2024-09-22,42,Others
1131,customer_130,customer130.gmail.com,Delhi,Email,2024-09-12,22,F
1132,customer_131,customer131.gmail.com,Chennai,Email,2022-12-11,34,M
1133,customer_132,customer132.gmail.com,Mumbai,Paid Social,2022-01-03,51,M
1134,customer_133,customer133.gmail.com,Bengaluru,Google Search,2023-05-31,60,F
1135,customer_134,customer134.gmail.com,Pune,Google Search,2024-07-29,40,F
1136,customer_135,customer135.gmail.com,Delhi,SMS,2023-09-18,20,F
1137,customer_136,customer136.gmail.com,Mumbai,Paid Social,2024-04-19,27,Others
1138,customer_137,customer137.gmail.com,Delhi,Google Search,2022-06-15,49,M
1139,customer_138,customer138.gmail.com,Delhi,SMS,2024-06-14,50,M
1140,customer_139,customer139.gmail.com,Hyderabad,SMS,2023-02-09,24,M
1141,customer_140,customer140.gmail.com,Pune,SMS,2024-08-29,30,M
1142,customer_141,customer141.gmail.com,Chennai,SMS,2024-06-03,55,F
1143,customer_142,customer142.gmail.com,Bengaluru,Email,2022-07-09,28,M
1144,customer_143,customer143.gmail.com,Pune,Organic,2024-05-14,32,M
1145,customer_144,customer144.gmail.com,Mumbai,SMS,2024-08-28,40,M
1146,customer_145,customer145.gmail.com,Chennai,Email,2023-10-01,36,M
1147,customer_146,customer146.gmail.com,Pune,Organic,2022-05-06,25,M
1148,customer_147,customer147.gmail.com,Mumbai,Email,2024-12-01,41,F
1149,customer_148,customer148.gmail.com,Pune,Organic,2024-03-29,19,M
1150,customer_149,customer149.gmail.com,Mumbai,Email,2022-08-08,55,F
1151,customer_150,customer150.gmail.com,Mumbai,Paid Social,2022-04-21,47,M
1152,customer_151,customer151.gmail.com,Delhi,Email,2023-05-17,61,M
1153,customer_152,customer152.gmail.com,Hyderabad,Paid Social,2022-08-06,50,Others
1154,customer_153,customer153.gmail.com,Chennai,Organic,2024-12-18,36,F
1155,customer_154,customer154.gmail.com,Hyderabad,Google Search,2022-05-31,48,F
1156,customer_155,customer155.gmail.com,Delhi,Google Search,2024-12-03,41,M
1157,customer_156,customer156.gmail.com,Hyderabad,SMS,2022-04-15,39,F
1158,customer_157,customer157.gmail.com,Chennai,Organic,2024-01-12,56,M
1159,customer_158,customer158.gmail.com,Bengaluru,Email,2022-03-16,46,M
1160,customer_159,customer159.gmail.com,Delhi,SMS,2024-03-25,51,F
1161,customer_160,customer160.gmail.com,Hyderabad,Email,2024-07-27,21,M
1162,customer_161,customer161.gmail.com,Chennai,Google Search,2022-12-14,63,M
1163,customer_162,customer162.gmail.com,Delhi,SMS,2024-03-12,34,M
1164,customer_163,customer163.gmail.com,Delhi,Organic,2024-10-20,45,M
1165,customer_164,customer164.gmail.com,Delhi,Organic,2024-02-10,55,F
1166,customer_165,customer165.gmail.com,Hyderabad,SMS,2023-12-15,21,F
1167,customer_166,customer166.gmail.com,Chennai,SMS,2024-01-30,33,M
1168,customer_167,customer167.gmail.com,Hyderabad,Email,2024-04-13,59,M
1169,customer_168,customer168.gmail.com,Chennai,Email,2023-01-19,60,M
1170,customer_169,customer169.gmail.com,Bengaluru,Organic,2022-08-26,61,F
1171,customer_170,customer170.gmail.com,Delhi,Organic,2022-09-10,53,F
1172,customer_171,customer171.gmail.com,Hyderabad,SMS,2023-07-09,48,F
1173,customer_172,customer172.gmail.com,Bengaluru,Paid Social,2022-03-24,32,M
1174,customer_173,customer173.gmail.com,Pune,SMS,2022-01-28,26,M
1175,customer_174,customer174.gmail.com,Bengaluru,SMS,2024-08-05,53,M
1176,customer_175,customer175.gmail.com,Hyderabad,Google Search,2024-10-11,21,M
1177,customer_176,customer176.gmail.com,Pune,SMS,2024-12-09,36,M
1178,customer_177,customer177.gmail.com,Mumbai,Google Search,2022-06-18,51,F
1179,customer_178,customer178.gmail.com,Hyderabad,Email,2022-02-01,41,M
1180,customer_179,customer179.gmail.com,Bengaluru,Paid Social,2023-07-31,28,M
1181,customer_180,customer180.gmail.com,Pune,SMS,2024-06-08,52,F
1182,customer_181,customer181.gmail.com,Delhi,Email,2024-12-25,45,F
1183,customer_182,customer182.gmail.com,Bengaluru,SMS,2023-10-20,45,F
1184,customer_183,customer183.gmail.com,Hyderabad,SMS,2022-12-29,28,F
1185,customer_184,customer184.gmail.com,Bengaluru,Email,2023-09-16,55,M
1186,customer_185,customer185.gmail.com,Delhi,SMS,2024-02-15,51,F
1187,customer_186,customer186.gmail.com,Mumbai,Paid Social,2024-02-17,32,F
1188,customer_187,customer187.gmail.com,Bengaluru,SMS,2023-07-21,25,F
1189,customer_188,customer188.gmail.com,Hyderabad,Google Search,2022-03-01,58,M
1190,customer_189,customer189.gmail.com,Pune,Email,2023-08-15,54,F
1191,customer_190,customer190.gmail.com,Mumbai,Google Search,2024-01-21,58,F
1192,customer_191,customer191.gmail.com,Mumbai,Paid Social,2024-01-21,18,F
1193,customer_192,customer192.gmail.com,Delhi,SMS,2023-02-12,41,M
1194,customer_193,customer193.gmail.com,Mumbai,Email,2024-10-25,27,M
1195,customer_194,customer194.gmail.com,Mumbai,Email,2022-08-31,57,F
1196,customer_195,customer195.gmail.com,Mumbai,Google Search,2024-08-21,34,F
1197,customer_196,customer196.gmail.com,Chennai,Paid Social,2022-06-13,31,F
1198,customer_197,customer197.gmail.com,Hyderabad,Google Search,2024-08-18,18,M
1199,customer_198,customer198.gmail.com,Mumbai,Organic,2023-02-23,28,M
1200,customer_199,customer199.gmail.com,Chennai,Paid Social,2023-04-29,58,F
1201,customer_200,customer200.gmail.com,Chennai,SMS,2022-08-25,59,F
1202,customer_201,customer201.gmail.com,Bengaluru,Organic,2024-06-20,20,Others
1203,customer_202,customer202.gmail.com,Mumbai,Google Search,2023-05-11,34,F
1204,customer_203,customer203.gmail.com,Delhi,Google Search,2022-03-16,28,F
1205,customer_204,customer204.gmail.com,Mumbai,Paid Social,2023-03-12,41,M
1206,customer_205,customer205.gmail.com,Bengaluru,Paid Social,2023-12-07,53,M
1207,customer_206,customer206.gmail.com,Delhi,Google Search,2023-10-16,50,M
1208,customer_207,customer207.gmail.com,Hyderabad,Email,2022-02-09,49,M
1209,customer_208,customer208.gmail.com,Delhi,SMS,2022-03-19,42,F
1210,customer_209,customer209.gmail.com,Bengaluru,Paid Social,2022-08-26,44,M
1211,customer_210,customer210.gmail.com,Delhi,Email,2024-06-09,64,Others
1212,customer_211,customer211.gmail.com,Pune,Google Search,2023-02-22,60,F
1213,customer_212,customer212.gmail.com,Bengaluru,Google Search,2023-10-03,34,F
1214,customer_213,customer213.gmail.com,Delhi,Email,2022-01-23,34,M
1215,customer_214,customer214.gmail.com,Mumbai,Google Search,2023-04-27,63,M
1216,customer_215,customer215.gmail.com,Delhi,SMS,2023-04-25,57,M
1217,customer_216,customer216.gmail.com,Mumbai,Email,2023-09-26,21,M
1218,customer_217,customer217.gmail.com,Chennai,SMS,2024-11-17,35,M
1219,customer_218,customer218.gmail.com,Pune,Paid Social,2023-03-29,28,F
1220,customer_219,customer219.gmail.com,Hyderabad,Organic,2023-10-22,58,F
1221,customer_220,customer220.gmail.com,Bengaluru,SMS,2022-06-29,57,M
1222,customer_221,customer221.gmail.com,Hyderabad,Organic,2023-06-13,29,F
1223,customer_222,customer222.gmail.com,Delhi,Google Search,2022-07-04,60,M
1224,customer_223,customer223.gmail.com,Chennai,SMS,2024-07-04,54,M
1225,customer_224,customer224.gmail.com,Chennai,SMS,2024-09-18,27,F
1226,customer_225,customer225.gmail.com,Pune,Google Search,2023-07-16,32,Others
1227,customer_226,customer226.gmail.com,Delhi,SMS,2023-04-03,28,F
1228,customer_227,customer227.gmail.com,Pune,Google Search,2022-01-13,51,M
1229,customer_228,customer228.gmail.com,Hyderabad,Paid Social,2023-02-10,59,M
1230,customer_229,customer229.gmail.com,Chennai,Email,2023-10-09,52,F
1231,customer_230,customer230.gmail.com,Pune,SMS,2023-12-07,25,F
1232,customer_231,customer231.gmail.com,Delhi,Paid Social,2022-08-27,48,Others
1233,customer_232,customer232.gmail.com,Pune,Email,2022-06-14,61,F
1234,customer_233,customer233.gmail.com,Mumbai,SMS,2024-02-05,32,M
1235,customer_234,customer234.gmail.com,Chennai,Paid Social,2022-10-30,46,M
1236,customer_235,customer235.gmail.com,Chennai,SMS,2024-07-15,32,M
1237,customer_236,customer236.gmail.com,Mumbai,Email,2023-01-12,48,M
1238,customer_237,customer237.gmail.com,Pune,SMS,2024-04-19,24,F
1239,customer_238,customer238.gmail.com,Pune,Google Search,2022-07-24,47,F
1240,customer_239,customer239.gmail.com,Pune,Paid Social,2024-08-19,42,M
1241,customer_240,customer240.gmail.com,Pune,SMS,2024-05-25,32,F
1242,customer_241,customer241.gmail.com,Pune,Google Search,2022-02-23,30,M
1243,customer_242,customer242.gmail.com,Mumbai,Email,2022-10-13,27,F
1244,customer_243,customer243.gmail.com,Bengaluru,Email,2022-10-28,36,M
1245,customer_244,customer244.gmail.com,Hyderabad,Google Search,2023-04-25,32,F
1246,customer_245,customer245.gmail.com,Mumbai,Email,2023-02-16,20,F
1247,customer_246,customer246.gmail.com,Pune,Google Search,2024-09-29,35,F
1248,customer_247,customer247.gmail.com,Bengaluru,Email,2023-06-09,39,F
1249,customer_248,customer248.gmail.com,Bengaluru,Organic,2022-01-23,54,M
1250,customer_249,customer249.gmail.com,Chennai,Organic,2022-11-24,49,M
1251,customer_250,customer250.gmail.com,Chennai,SMS,2023-03-17,48,F
1252,customer_251,customer251.gmail.com,Hyderabad,Email,2024-06-05,27,Others
1253,customer_252,customer252.gmail.com,Delhi,Organic,2024-07-29,58,F
1254,customer_253,customer253.gmail.com,Chennai,Google Search,2023-02-23,62,F
1255,customer_254,customer254.gmail.com,Delhi,Email,2024-07-21,38,F
1256,customer_255,customer255.gmail.com,Chennai,Paid Social,2022-07-23,51,M
1257,customer_256,customer256.gmail.com,Delhi,Google Search,2022-11-13,46,M
1258,customer_257,customer257.gmail.com,Delhi,Organic,2022-03-13,27,F
1259,customer_258,customer258.gmail.com,Mumbai,Organic,2022-03-06,45,M
1260,customer_259,customer259.gmail.com,Mumbai,Organic,2022-11-22,27,M
1261,customer_260,customer260.gmail.com,Pune,SMS,2022-03-12,49,F
1262,customer_261,customer261.gmail.com,Bengaluru,SMS,2022-02-12,31,F
1263,customer_262,customer262.gmail.com,Mumbai,Paid Social,2022-11-17,49,F
1264,customer_263,customer263.gmail.com,Chennai,Paid Social,2022-02-08,47,F
1265,customer_264,customer264.gmail.com,Mumbai,Google Search,2024-07-12,25,Others
1266,customer_265,customer265.gmail.com,Hyderabad,Paid Social,2024-04-12,54,F
1267,customer_266,customer266.gmail.com,Mumbai,Google Search,2023-07-02,36,M
1268,customer_267,customer267.gmail.com,Delhi,Email,2022-06-11,39,Others
1269,customer_268,customer268.gmail.com,Mumbai,SMS,2023-03-20,41,M
1270,customer_269,customer269.gmail.com,Delhi,Organic,2024-09-22,45,Others
1271,customer_270,customer270.gmail.com,Chennai,Google Search,2024-10-27,58,M
1272,customer_271,customer271.gmail.com,Chennai,Paid Social,2024-05-21,60,F
1273,customer_272,customer272.gmail.com,Mumbai,Email,2022-06-02,22,M
1274,customer_273,customer273.gmail.com,Pune,Paid Social,2022-12-17,26,F
1275,customer_274,customer274.gmail.com,Pune,Organic,2022-04-03,25,M
1276,customer_275,customer275.gmail.com,Chennai,Email,2024-03-09,60,F
1277,customer_276,customer276.gmail.com,Hyderabad,Paid Social,2023-03-05,35,F
1278,customer_277,customer277.gmail.com,Bengaluru,Google Search,2023-11-05,57,F
1279,customer_278,customer278.gmail.com,Hyderabad,Paid Social,2023-03-19,30,M
1280,customer_279,customer279.gmail.com,Mumbai,SMS,2023-05-14,60,F
1281,customer_280,customer280.gmail.com,Chennai,SMS,2022-12-21,23,M
1282,customer_281,customer281.gmail.com,Mumbai,Email,2022-09-07,33,F
1283,customer_282,customer282.gmail.com,Mumbai,SMS,2024-05-31,35,M
1284,customer_283,customer283.gmail.com,Chennai,Paid Social,2022-06-17,59,F
1285,customer_284,customer284.gmail.com,Mumbai,Organic,2023-09-10,34,F
1286,customer_285,customer285.gmail.com,Chennai,SMS,2022-11-05,19,M
1287,customer_286,customer286.gmail.com,Delhi,Google Search,2022-08-25,35,M
1288,customer_287,customer287.gmail.com,Bengaluru,Paid Social,2022-10-27,28,F
1289,customer_288,customer288.gmail.com,Pune,SMS,2024-01-02,19,M
1290,customer_289,customer289.gmail.com,Chennai,Email,2023-03-28,19,F
1291,customer_290,customer290.gmail.com,Bengaluru,Organic,2024-09-08,35,M
1292,customer_291,customer291.gmail.com,Delhi,Organic,2023-03-21,58,M
1293,customer_292,customer292.gmail.com,Chennai,Organic,2022-06-26,39,F
1294,customer_293,customer293.gmail.com,Chennai,Organic,2024-11-07,33,M
1295,customer_294,customer294.gmail.com,Chennai,Google Search,2024-02-09,44,M
1296,customer_295,customer295.gmail.com,Mumbai,SMS,2023-03-16,34,F
1297,customer_296,customer296.gmail.com,Delhi,Organic,2023-03-10,59,F
1298,customer_297,customer297.gmail.com,Pune,Google Search,2024-01-17,34,F
1299,customer_298,customer298.gmail.com,Bengaluru,Google Search,2022-07-16,23,F
1300,customer_299,customer299.gmail.com,Mumbai,Organic,2024-11-05,50,F
1301,customer_300,customer300.gmail.com,Hyderabad,Organic,2022-10-01,30,M
1302,customer_301,customer301.gmail.com,Pune,Google Search,2024-11-16,23,M
1303,customer_302,customer302.gmail.com,Mumbai,Google Search,2022-08-07,43,F
1304,customer_303,customer303.gmail.com,Chennai,Email,2023-06-07,36,M
1305,customer_304,customer304.gmail.com,Hyderabad,Google Search,2023-08-01,55,F
1306,customer_305,customer305.gmail.com,Pune,Email,2022-01-25,36,F
1307,customer_306,customer306.gmail.com,Mumbai,Paid Social,2024-03-11,61,F
1308,customer_307,customer307.gmail.com,Hyderabad,Paid Social,2022-08-04,43,F
1309,customer_308,customer308.gmail.com,Mumbai,Email,2024-04-11,39,F
1310,customer_309,customer309.gmail.com,Bengaluru,Paid Social,2023-11-24,28,M
1311,customer_310,customer310.gmail.com,Chennai,Google Search,2022-06-11,39,Others
1312,customer_311,customer311.gmail.com,Chennai,Google Search,2023-03-30,49,F
1313,customer_312,customer312.gmail.com,Chennai,Organic,2022-12-28,24,F
1314,customer_313,customer313.gmail.com,Bengaluru,SMS,2023-05-20,39,F
1315,customer_314,customer314.gmail.com,Hyderabad,Organic,2024-10-28,23,F
1316,customer_315,customer315.gmail.com,Bengaluru,Organic,2024-08-09,32,F
1317,customer_316,customer316.gmail.com,Chennai,SMS,2022-09-25,55,M
1318,customer_317,customer317.gmail.com,Bengaluru,Email,2022-06-01,58,F
1319,customer_318,customer318.gmail.com,Pune,Google Search,2024-08-26,35,M
1320,customer_319,customer319.gmail.com,Delhi,SMS,2024-08-12,52,M
1321,customer_320,customer320.gmail.com,Bengaluru,Google Search,2022-04-25,51,M
1322,customer_321,customer321.gmail.com,Hyderabad,Email,2022-11-27,62,F
1323,customer_322,customer322.gmail.com,Pune,Paid Social,2023-06-30,46,F
1324,customer_323,customer323.gmail.com,Hyderabad,Organic,2022-05-28,60,F
1325,customer_324,customer324.gmail.com,Bengaluru,Organic,2023-10-21,22,F
1326,customer_325,customer325.gmail.com,Mumbai,Google Search,2023-01-11,41,M
1327,customer_326,customer326.gmail.com,Mumbai,SMS,2023-09-22,49,M
1328,customer_327,customer327.gmail.com,Bengaluru,Paid Social,2024-12-18,47,F
1329,customer_328,customer328.gmail.com,Mumbai,Google Search,2024-04-30,22,F
1330,customer_329,customer329.gmail.com,Delhi,Organic,2023-11-09,61,F
1331,customer_330,customer330.gmail.com,Hyderabad,Google Search,2023-10-30,51,F
1332,customer_331,customer331.gmail.com,Chennai,Google Search,2022-12-24,59,M
1333,customer_332,customer332.gmail.com,Delhi,Organic,2023-09-13,35,F
1334,customer_333,customer333.gmail.com,Pune,Paid Social,2023-06-10,53,F
1335,customer_334,customer334.gmail.com,Chennai,Google Search,2023-06-22,38,F
1336,customer_335,customer335.gmail.com,Bengaluru,SMS,2023-10-27,39,M
1337,customer_336,customer336.gmail.com,Hyderabad,SMS,2023-04-24,56,M
1338,customer_337,customer337.gmail.com,Chennai,Email,2024-09-13,38,M
1339,customer_338,customer338.gmail.com,Bengaluru,Email,2022-06-03,52,F
1340,customer_339,customer339.gmail.com,Bengaluru,Email,2022-07-13,22,M
1341,customer_340,customer340.gmail.com,Delhi,SMS,2022-03-05,50,F
1342,customer_341,customer341.gmail.com,Mumbai,Paid Social,2023-02-08,24,M
1343,customer_342,customer342.gmail.com,Mumbai,Google Search,2022-04-15,61,F
1344,customer_343,customer343.gmail.com,Hyderabad,SMS,2023-11-25,41,F
1345,customer_344,customer344.gmail.com,Hyderabad,Email,2023-10-05,56,F
1346,customer_345,customer345.gmail.com,Hyderabad,Email,2024-08-10,25,M
1347,customer_346,customer346.gmail.com,Pune,Google Search,2024-07-11,32,M
1348,customer_347,customer347.gmail.com,Chennai,Email,2022-04-03,23,F
1349,customer_348,customer348.gmail.com,Mumbai,Organic,2024-09-18,22,F
1350,customer_349,customer349.gmail.com,Pune,Paid Social,2024-05-01,40,M
1351,customer_350,customer350.gmail.com,Hyderabad,Organic,2022-03-15,37,F
1352,customer_351,customer351.gmail.com,Delhi,SMS,2023-01-10,29,M
1353,customer_352,customer352.gmail.com,Hyderabad,Google Search,2024-12-26,59,M
1354,customer_353,customer353.gmail.com,Delhi,Paid Social,2024-01-13,61,M
1355,customer_354,customer354.gmail.com,Mumbai,Paid Social,2024-01-16,38,Others
1356,customer_355,customer355.gmail.com,Bengaluru,Organic,2023-12-27,39,M
