customer_id,name,email,city,signup_channel,signup_date,age,gender,recency,frequency,monetary,RFM_score,rfm_segment,cluster,segment_label
1016,customer_15,customer15.gmail.com,Bengaluru,SMS,2024-02-14,24,F,554.0,1.0,57.44,4.0,Hibernating,2.0,Lost
1017,customer_16,customer16.gmail.com,Hyderabad,Organic,2022-02-20,51,M,115.0,5.0,1809.82,14.0,champions,0.0,High Value
1018,customer_17,customer17.gmail.com,Mumbai,Organic,2024-02-29,61,M,500.0,3.0,884.69,9.0,At-Risk,4.0,Potential
1019,customer_18,customer18.gmail.com,Hyderabad,Email,2022-07-15,23,F,222.0,3.0,839.4300000000001,9.0,Loyal Customers,3.0,Loyal
1020,customer_19,customer19.gmail.com,Mumbai,Google Search,2024-03-23,55,M,157.0,3.0,379.68,9.0,Loyal Customers,1.0,At-Risk
1021,customer_20,customer20.gmail.com,Pune,Paid Social,2022-05-05,53,Others,318.0,3.0,1419.7399999999998,11.0,Loyal Customers,3.0,Loyal
1022,customer_21,customer21.gmail.com,Mumbai,Google Search,2023-02-26,18,F,183.0,3.0,734.58,10.0,Loyal Customers,3.0,Loyal
1023,customer_22,customer22.gmail.com,Hyderabad,SMS,2022-10-14,32,M,,,,,,,No Purchase
1024,customer_23,customer23.gmail.com,Mumbai,Google Search,2022-03-25,30,M,849.0,2.0,2039.31,8.0,Hibernating,4.0,Potential
1025,customer_24,customer24.gmail.com,Pune,Email,2023-12-10,38,M,141.0,1.0,279.34,6.0,New Customers,1.0,At-Risk
1026,customer_25,customer25.gmail.com,Delhi,Paid Social,2024-11-17,30,F,299.0,1.0,53.17,5.0,Hibernating,1.0,At-Risk
1027,customer_26,customer26.gmail.com,Mumbai,Google Search,2022-07-07,57,M,163.0,2.0,908.26,10.0,New Customers,1.0,At-Risk
1028,customer_27,customer27.gmail.com,Hyderabad,Google Search,2024-03-26,34,M,204.0,4.0,469.37,10.0,Loyal Customers,3.0,Loyal
1029,customer_28,customer28.gmail.com,Chennai,Paid Social,2024-05-21,34,M,84.0,2.0,205.74,8.0,New Customers,1.0,At-Risk
1030,customer_29,customer29.gmail.com,Hyderabad,SMS,2024-01-27,29,F,729.0,2.0,443.89,5.0,Hibernating,2.0,Lost
1031,customer_30,customer30.gmail.com,Mumbai,Email,2022-10-12,51,F,748.0,3.0,648.85,7.0,Cannot Lose Them,4.0,Potential
1032,customer_31,customer31.gmail.com,Pune,Paid Social,2022-10-14,56,M,172.0,4.0,3363.98,13.0,champions,0.0,High Value
1033,customer_32,customer32.gmail.com,Bengaluru,SMS,2022-02-13,57,F,449.0,2.0,728.51,7.0,At-Risk,4.0,Potential
1034,customer_33,customer33.gmail.com,Delhi,Paid Social,2023-01-31,28,M,72.0,1.0,183.38,7.0,New Customers,1.0,At-Risk
1035,customer_34,customer34.gmail.com,Pune,Email,2024-08-14,31,F,175.0,2.0,436.92,8.0,New Customers,1.0,At-Risk
1036,customer_35,customer35.gmail.com,Bengaluru,Email,2022-03-13,32,M,421.0,1.0,76.35,4.0,Hibernating,1.0,At-Risk
1037,customer_36,customer36.gmail.com,Hyderabad,Google Search,2023-09-15,40,F,137.0,2.0,442.59,8.0,New Customers,1.0,At-Risk
1038,customer_37,customer37.gmail.com,Mumbai,Google Search,2022-08-16,21,M,160.0,1.0,133.33,6.0,New Customers,1.0,At-Risk
1039,customer_38,customer38.gmail.com,Hyderabad,Organic,2024-09-05,50,M,291.0,2.0,897.0899999999999,9.0,Potential Loyalists,1.0,At-Risk
1040,customer_39,customer39.gmail.com,Mumbai,Organic,2023-03-07,42,M,310.0,4.0,720.3499999999999,10.0,Loyal Customers,3.0,Loyal
1041,customer_40,customer40.gmail.com,Chennai,Google Search,2022-04-28,62,F,661.0,1.0,334.95,4.0,Lost,2.0,Lost
1042,customer_41,customer41.gmail.com,Delhi,Email,2023-06-30,58,F,704.0,1.0,121.4,3.0,Lost,2.0,Lost
1043,customer_42,customer42.gmail.com,Mumbai,SMS,2022-04-09,39,F,212.0,3.0,725.49,9.0,Loyal Customers,3.0,Loyal
1044,customer_43,customer43.gmail.com,Hyderabad,Google Search,2022-08-23,49,F,73.0,5.0,1898.19,15.0,champions,0.0,High Value
1045,customer_44,customer44.gmail.com,Chennai,Organic,2022-12-29,18,M,44.0,2.0,532.29,9.0,New Customers,1.0,At-Risk
1046,customer_45,customer45.gmail.com,Bengaluru,Email,2022-12-01,41,F,328.0,2.0,409.07,7.0,Hibernating,1.0,At-Risk
1047,customer_46,customer46.gmail.com,Bengaluru,Paid Social,2024-07-25,24,M,,,,,,,No Purchase
1048,customer_47,customer47.gmail.com,Bengaluru,Google Search,2023-06-22,60,F,14.0,3.0,593.63,11.0,Loyal Customers,3.0,Loyal
1049,customer_48,customer48.gmail.com,Mumbai,Google Search,2023-06-24,54,M,455.0,2.0,1272.58,8.0,At-Risk,4.0,Potential
1050,customer_49,customer49.gmail.com,Pune,SMS,2023-07-30,23,F,367.0,3.0,477.26,7.0,At-Risk,4.0,Potential
1051,customer_50,customer50.gmail.com,Hyderabad,Email,2022-08-02,32,M,67.0,2.0,629.07,10.0,New Customers,1.0,At-Risk
1052,customer_51,customer51.gmail.com,Hyderabad,SMS,2022-02-03,51,M,90.0,3.0,1152.03,12.0,Loyal Customers,3.0,Loyal
1053,customer_52,customer52.gmail.com,Pune,Paid Social,2024-05-29,18,F,147.0,3.0,699.54,10.0,Loyal Customers,3.0,Loyal
1054,customer_53,customer53.gmail.com,Chennai,Email,2023-12-07,56,F,369.0,3.0,1806.44,10.0,At-Risk,4.0,Potential
1055,customer_54,customer54.gmail.com,Bengaluru,SMS,2022-08-20,25,M,,,,,,,No Purchase
1056,customer_55,customer55.gmail.com,Bengaluru,Paid Social,2022-02-01,52,M,343.0,3.0,1289.19,10.0,Loyal Customers,4.0,Potential
1057,customer_56,customer56.gmail.com,Chennai,Paid Social,2022-01-26,29,M,531.0,1.0,487.76,5.0,Hibernating,2.0,Lost
1058,customer_57,customer57.gmail.com,Chennai,Google Search,2023-03-22,63,F,302.0,4.0,1124.96,11.0,Loyal Customers,3.0,Loyal
1059,customer_58,customer58.gmail.com,Hyderabad,Email,2024-06-01,41,M,4.0,3.0,1385.99,13.0,Loyal Customers,3.0,Loyal
1060,customer_59,customer59.gmail.com,Mumbai,Paid Social,2023-02-07,18,F,179.0,2.0,809.4000000000001,9.0,New Customers,1.0,At-Risk
1061,customer_60,customer60.gmail.com,Mumbai,SMS,2023-10-22,30,Others,376.0,4.0,1733.4300000000003,11.0,At-Risk,0.0,High Value
1062,customer_61,customer61.gmail.com,Delhi,Email,2024-06-08,54,F,,,,,,,No Purchase
1063,customer_62,customer62.gmail.com,Bengaluru,Paid Social,2022-11-12,32,Others,135.0,4.0,1388.18,13.0,champions,3.0,Loyal
1064,customer_63,customer63.gmail.com,Chennai,Google Search,2022-06-09,51,M,517.0,4.0,1559.88,11.0,At-Risk,4.0,Potential
1065,customer_64,customer64.gmail.com,Chennai,Organic,2022-05-04,54,M,7.0,3.0,756.76,11.0,Loyal Customers,3.0,Loyal
1066,customer_65,customer65.gmail.com,Hyderabad,Organic,2023-06-10,30,M,,,,,,,No Purchase
1067,customer_66,customer66.gmail.com,Mumbai,Organic,2024-01-05,33,F,115.0,5.0,2553.35,14.0,champions,0.0,High Value
1068,customer_67,customer67.gmail.com,Delhi,Paid Social,2023-03-03,53,F,513.0,2.0,1069.7,8.0,At-Risk,4.0,Potential
1069,customer_68,customer68.gmail.com,Pune,Paid Social,2022-01-27,23,F,141.0,3.0,960.49,11.0,Loyal Customers,3.0,Loyal
1070,customer_69,customer69.gmail.com,Mumbai,SMS,2022-11-05,51,F,1089.0,1.0,424.58,4.0,Lost,2.0,Lost
1071,customer_70,customer70.gmail.com,Mumbai,Organic,2023-12-10,29,F,,,,,,,No Purchase
1072,customer_71,customer71.gmail.com,Hyderabad,Organic,2023-12-23,61,M,186.0,6.0,2359.4,14.0,champions,0.0,High Value
1073,customer_72,customer72.gmail.com,Bengaluru,Email,2024-11-23,55,F,934.0,1.0,102.56,3.0,Lost,2.0,Lost
1074,customer_73,customer73.gmail.com,Chennai,Email,2022-03-17,64,F,794.0,4.0,561.74,7.0,Hibernating,4.0,Potential
1075,customer_74,customer74.gmail.com,Hyderabad,Paid Social,2022-06-17,53,F,8.0,3.0,384.31,10.0,Loyal Customers,3.0,Loyal
1076,customer_75,customer75.gmail.com,Pune,Paid Social,2024-02-15,60,F,546.0,2.0,1021.94,8.0,At-Risk,4.0,Potential
1077,customer_76,customer76.gmail.com,Bengaluru,Google Search,2023-09-17,41,M,,,,,,,No Purchase
1078,customer_77,customer77.gmail.com,Hyderabad,Organic,2023-04-11,21,M,504.0,2.0,1045.71,8.0,At-Risk,4.0,Potential
1079,customer_78,customer78.gmail.com,Mumbai,Organic,2024-11-15,42,M,424.0,4.0,2027.98,11.0,At-Risk,0.0,High Value
1080,customer_79,customer79.gmail.com,Hyderabad,Paid Social,2022-11-11,58,F,46.0,1.0,618.58,9.0,New Customers,1.0,At-Risk
1081,customer_80,customer80.gmail.com,Bengaluru,SMS,2023-04-08,28,F,280.0,2.0,547.13,7.0,Hibernating,1.0,At-Risk
1082,customer_81,customer81.gmail.com,Delhi,Email,2023-10-12,63,F,1056.0,1.0,408.7,4.0,Lost,2.0,Lost
1083,customer_82,customer82.gmail.com,Delhi,Organic,2023-06-05,20,M,773.0,2.0,842.51,6.0,Hibernating,2.0,Lost
1084,customer_83,customer83.gmail.com,Pune,SMS,2022-12-03,24,F,115.0,2.0,364.12,8.0,New Customers,1.0,At-Risk
1085,customer_84,customer84.gmail.com,Hyderabad,Email,2022-12-20,28,M,561.0,2.0,564.33,6.0,At-Risk,4.0,Potential
1086,customer_85,customer85.gmail.com,Mumbai,Google Search,2023-12-27,18,F,1027.0,1.0,181.35,3.0,Lost,2.0,Lost
1087,customer_86,customer86.gmail.com,Chennai,Paid Social,2023-01-13,58,M,597.0,2.0,752.5899999999999,7.0,At-Risk,4.0,Potential
1088,customer_87,customer87.gmail.com,Pune,SMS,2023-01-28,58,F,781.0,2.0,842.99,6.0,Hibernating,2.0,Lost
1089,customer_88,customer88.gmail.com,Pune,Email,2022-09-19,43,F,190.0,2.0,256.85,7.0,New Customers,1.0,At-Risk
1090,customer_89,customer89.gmail.com,Pune,Paid Social,2022-05-02,31,M,24.0,2.0,974.22,11.0,New Customers,1.0,At-Risk
1091,customer_90,customer90.gmail.com,Bengaluru,Paid Social,2023-05-29,64,M,85.0,2.0,294.08000000000004,8.0,New Customers,1.0,At-Risk
1092,customer_91,customer91.gmail.com,Chennai,Organic,2023-02-03,59,F,10.0,4.0,2447.06,14.0,champions,0.0,High Value
1093,customer_92,customer92.gmail.com,Delhi,Email,2024-08-25,33,M,314.0,2.0,935.57,9.0,Potential Loyalists,1.0,At-Risk
1094,customer_93,customer93.gmail.com,Bengaluru,Paid Social,2022-02-26,29,M,12.0,3.0,1196.1,12.0,Loyal Customers,3.0,Loyal
1095,customer_94,customer94.gmail.com,Delhi,Organic,2022-07-07,46,F,220.0,2.0,762.8900000000001,8.0,Potential Loyalists,1.0,At-Risk
1096,customer_95,customer95.gmail.com,Hyderabad,Paid Social,2022-03-03,49,F,684.0,1.0,703.8,5.0,Lost,2.0,Lost
1097,customer_96,customer96.gmail.com,Chennai,Email,2022-10-29,27,Others,661.0,2.0,683.64,6.0,Hibernating,2.0,Lost
1098,customer_97,customer97.gmail.com,Bengaluru,Paid Social,2024-01-20,46,M,,,,,,,No Purchase
1099,customer_98,customer98.gmail.com,Mumbai,Google Search,2022-07-01,55,M,107.0,3.0,723.0,10.0,Loyal Customers,3.0,Loyal
1100,customer_99,customer99.gmail.com,Hyderabad,Google Search,2024-08-05,36,M,1073.0,1.0,357.76,4.0,Lost,2.0,Lost
1101,customer_100,customer100.gmail.com,Bengaluru,Google Search,2022-12-09,26,M,315.0,4.0,3024.44,12.0,Loyal Customers,0.0,High Value
1102,customer_101,customer101.gmail.com,Mumbai,Google Search,2022-04-13,42,M,55.0,3.0,537.64,10.0,Loyal Customers,3.0,Loyal
1103,customer_102,customer102.gmail.com,Hyderabad,SMS,2024-05-31,36,F,7.0,5.0,1327.64,14.0,champions,3.0,Loyal
1104,customer_103,customer103.gmail.com,Hyderabad,Paid Social,2024-05-22,56,M,847.0,1.0,23.11,3.0,Lost,2.0,Lost
1105,customer_104,customer104.gmail.com,Mumbai,Paid Social,2023-11-28,26,M,155.0,3.0,585.48,10.0,Loyal Customers,3.0,Loyal
1106,customer_105,customer105.gmail.com,Chennai,Paid Social,2022-09-25,34,F,,,,,,,No Purchase
1107,customer_106,customer106.gmail.com,Chennai,Paid Social,2022-03-25,44,F,82.0,7.0,3645.51,15.0,champions,0.0,High Value
1108,customer_107,customer107.gmail.com,Mumbai,Organic,2022-12-03,25,F,289.0,7.0,2771.02,13.0,Loyal Customers,0.0,High Value
1109,customer_108,customer108.gmail.com,Pune,SMS,2024-03-03,40,F,1035.0,1.0,301.19,3.0,Lost,2.0,Lost
1110,customer_109,customer109.gmail.com,Bengaluru,Paid Social,2024-10-24,30,M,454.0,5.0,1713.98,12.0,At-Risk,0.0,High Value
1111,customer_110,customer110.gmail.com,Chennai,Organic,2022-07-29,58,Others,667.0,3.0,845.8899999999999,7.0,Cannot Lose Them,4.0,Potential
1112,customer_111,customer111.gmail.com,Delhi,SMS,2024-03-14,25,M,338.0,2.0,585.52,8.0,Potential Loyalists,1.0,At-Risk
1113,customer_112,customer112.gmail.com,Chennai,Organic,2022-10-28,30,M,43.0,5.0,1061.27,14.0,champions,3.0,Loyal
1114,customer_113,customer113.gmail.com,Mumbai,Google Search,2023-04-30,30,M,84.0,3.0,804.49,11.0,Loyal Customers,3.0,Loyal
1115,customer_114,customer114.gmail.com,Delhi,Google Search,2023-10-07,34,Others,,,,,,,No Purchase
1116,customer_115,customer115.gmail.com,Chennai,Organic,2024-02-21,37,F,271.0,3.0,1764.4,11.0,Loyal Customers,3.0,Loyal
1117,customer_116,customer116.gmail.com,Pune,Paid Social,2023-01-20,22,F,414.0,2.0,1488.51,9.0,At-Risk,4.0,Potential
1118,customer_117,customer117.gmail.com,Chennai,SMS,2023-01-25,42,Others,1093.0,1.0,648.23,5.0,Lost,2.0,Lost
1119,customer_118,customer118.gmail.com,Delhi,Email,2022-05-08,33,F,576.0,3.0,693.75,8.0,At-Risk,4.0,Potential
1120,customer_119,customer119.gmail.com,Mumbai,Organic,2023-03-16,60,Others,82.0,6.0,1659.28,15.0,champions,0.0,High Value
1121,customer_120,customer120.gmail.com,Chennai,Organic,2023-10-26,35,F,986.0,1.0,427.2,4.0,Lost,2.0,Lost
1122,customer_121,customer121.gmail.com,Bengaluru,Organic,2022-10-07,26,F,165.0,2.0,1130.08,10.0,New Customers,1.0,At-Risk
1123,customer_122,customer122.gmail.com,Delhi,Paid Social,2024-11-02,52,M,341.0,2.0,648.0699999999999,8.0,Potential Loyalists,1.0,At-Risk
1124,customer_123,customer123.gmail.com,Hyderabad,Organic,2024-12-21,27,M,821.0,2.0,343.63,5.0,Hibernating,2.0,Lost
1125,customer_124,customer124.gmail.com,Chennai,Email,2022-03-21,52,M,540.0,1.0,821.67,6.0,Hibernating,2.0,Lost
1126,customer_125,customer125.gmail.com,Delhi,Google Search,2022-06-11,54,M,98.0,1.0,211.44,6.0,New Customers,1.0,At-Risk
1127,customer_126,customer126.gmail.com,Pune,Google Search,2023-06-25,36,F,303.0,6.0,1764.4,13.0,Loyal Customers,0.0,High Value
1128,customer_127,customer127.gmail.com,Pune,SMS,2022-12-27,30,M,735.0,2.0,803.89,6.0,Hibernating,2.0,Lost
1129,customer_128,customer128.gmail.com,Mumbai,SMS,2022-09-26,53,M,925.0,1.0,112.74,3.0,Lost,2.0,Lost
1130,customer_129,customer129.gmail.com,Bengaluru,Google Search,2024-09-22,42,Others,239.0,2.0,1519.06,10.0,Potential Loyalists,4.0,Potential
1131,customer_130,customer130.gmail.com,Delhi,Email,2024-09-12,22,F,165.0,4.0,1779.12,13.0,champions,0.0,High Value
1132,customer_131,customer131.gmail.com,Chennai,Email,2022-12-11,34,M,,,,,,,No Purchase
1133,customer_132,customer132.gmail.com,Mumbai,Paid Social,2022-01-03,51,M,247.0,2.0,602.72,8.0,Potential Loyalists,1.0,At-Risk
1134,customer_133,customer133.gmail.com,Bengaluru,Google Search,2023-05-31,60,F,893.0,2.0,1540.36,8.0,Hibernating,4.0,Potential
1135,customer_134,customer134.gmail.com,Pune,Google Search,2024-07-29,40,F,333.0,2.0,484.65,7.0,Hibernating,1.0,At-Risk
1136,customer_135,customer135.gmail.com,Delhi,SMS,2023-09-18,20,F,197.0,1.0,441.87,7.0,New Customers,1.0,At-Risk
1137,customer_136,customer136.gmail.com,Mumbai,Paid Social,2024-04-19,27,Others,369.0,6.0,1245.24,11.0,At-Risk,0.0,High Value
1138,customer_137,customer137.gmail.com,Delhi,Google Search,2022-06-15,49,M,399.0,2.0,258.98,5.0,At-Risk,1.0,At-Risk
1139,customer_138,customer138.gmail.com,Delhi,SMS,2024-06-14,50,M,556.0,2.0,1073.64,8.0,At-Risk,4.0,Potential
1140,customer_139,customer139.gmail.com,Hyderabad,SMS,2023-02-09,24,M,334.0,3.0,726.4100000000001,9.0,Loyal Customers,4.0,Potential
1141,customer_140,customer140.gmail.com,Pune,SMS,2024-08-29,30,M,,,,,,,No Purchase
1142,customer_141,customer141.gmail.com,Chennai,SMS,2024-06-03,55,F,26.0,3.0,773.25,11.0,Loyal Customers,3.0,Loyal
1143,customer_142,customer142.gmail.com,Bengaluru,Email,2022-07-09,28,M,,,,,,,No Purchase
1144,customer_143,customer143.gmail.com,Pune,Organic,2024-05-14,32,M,153.0,3.0,1391.36,12.0,Loyal Customers,3.0,Loyal
1145,customer_144,customer144.gmail.com,Mumbai,SMS,2024-08-28,40,M,682.0,1.0,440.94,4.0,Lost,2.0,Lost
1146,customer_145,customer145.gmail.com,Chennai,Email,2023-10-01,36,M,576.0,1.0,297.22,4.0,Hibernating,2.0,Lost
1147,customer_146,customer146.gmail.com,Pune,Organic,2022-05-06,25,M,20.0,4.0,2871.1,14.0,champions,0.0,High Value
1148,customer_147,customer147.gmail.com,Mumbai,Email,2024-12-01,41,F,370.0,3.0,322.56,7.0,At-Risk,1.0,At-Risk
1149,customer_148,customer148.gmail.com,Pune,Organic,2024-03-29,19,M,12.0,1.0,155.88,7.0,New Customers,1.0,At-Risk
1150,customer_149,customer149.gmail.com,Mumbai,Email,2022-08-08,55,F,475.0,3.0,898.57,9.0,At-Risk,4.0,Potential
1151,customer_150,customer150.gmail.com,Mumbai,Paid Social,2022-04-21,47,M,742.0,3.0,1612.05,9.0,Cannot Lose Them,4.0,Potential
1152,customer_151,customer151.gmail.com,Delhi,Email,2023-05-17,61,M,612.0,2.0,182.79,4.0,Hibernating,2.0,Lost
1153,customer_152,customer152.gmail.com,Hyderabad,Paid Social,2022-08-06,50,Others,518.0,1.0,609.57,6.0,Hibernating,2.0,Lost
1154,customer_153,customer153.gmail.com,Chennai,Organic,2024-12-18,36,F,,,,,,,No Purchase
1155,customer_154,customer154.gmail.com,Hyderabad,Google Search,2022-05-31,48,F,451.0,2.0,852.5,7.0,At-Risk,4.0,Potential
1156,customer_155,customer155.gmail.com,Delhi,Google Search,2024-12-03,41,M,349.0,2.0,1213.94,9.0,Potential Loyalists,4.0,Potential
1157,customer_156,customer156.gmail.com,Hyderabad,SMS,2022-04-15,39,F,375.0,2.0,3079.87,9.0,At-Risk,0.0,High Value
1158,customer_157,customer157.gmail.com,Chennai,Organic,2024-01-12,56,M,744.0,2.0,293.79,4.0,Hibernating,2.0,Lost
1159,customer_158,customer158.gmail.com,Bengaluru,Email,2022-03-16,46,M,730.0,1.0,646.58,5.0,Lost,2.0,Lost
1160,customer_159,customer159.gmail.com,Delhi,SMS,2024-03-25,51,F,219.0,2.0,628.14,8.0,Potential Loyalists,1.0,At-Risk
1161,customer_160,customer160.gmail.com,Hyderabad,Email,2024-07-27,21,M,691.0,3.0,619.59,7.0,Cannot Lose Them,4.0,Potential
1162,customer_161,customer161.gmail.com,Chennai,Google Search,2022-12-14,63,M,19.0,4.0,775.34,12.0,Loyal Customers,3.0,Loyal
1163,customer_162,customer162.gmail.com,Delhi,SMS,2024-03-12,34,M,191.0,1.0,68.16,6.0,New Customers,1.0,At-Risk
1164,customer_163,customer163.gmail.com,Delhi,Organic,2024-10-20,45,M,15.0,5.0,2573.13,15.0,champions,0.0,High Value
1165,customer_164,customer164.gmail.com,Delhi,Organic,2024-02-10,55,F,330.0,2.0,338.48,7.0,Hibernating,1.0,At-Risk
1166,customer_165,customer165.gmail.com,Hyderabad,SMS,2023-12-15,21,F,110.0,2.0,469.24,8.0,New Customers,1.0,At-Risk
1167,customer_166,customer166.gmail.com,Chennai,SMS,2024-01-30,33,M,730.0,1.0,139.76,3.0,Lost,2.0,Lost
1168,customer_167,customer167.gmail.com,Hyderabad,Email,2024-04-13,59,M,57.0,3.0,761.26,11.0,Loyal Customers,3.0,Loyal
1169,customer_168,customer168.gmail.com,Chennai,Email,2023-01-19,60,M,541.0,5.0,1146.26,11.0,At-Risk,4.0,Potential
1170,customer_169,customer169.gmail.com,Bengaluru,Organic,2022-08-26,61,F,201.0,2.0,542.4300000000001,8.0,New Customers,1.0,At-Risk
1171,customer_170,customer170.gmail.com,Delhi,Organic,2022-09-10,53,F,33.0,5.0,590.26,13.0,Loyal Customers,3.0,Loyal
1172,customer_171,customer171.gmail.com,Hyderabad,SMS,2023-07-09,48,F,,,,,,,No Purchase
1173,customer_172,customer172.gmail.com,Bengaluru,Paid Social,2022-03-24,32,M,330.0,4.0,482.49,9.0,Loyal Customers,3.0,Loyal
1174,customer_173,customer173.gmail.com,Pune,SMS,2022-01-28,26,M,236.0,1.0,594.12,7.0,Hibernating,1.0,At-Risk
1175,customer_174,customer174.gmail.com,Bengaluru,SMS,2024-08-05,53,M,,,,,,,No Purchase
1176,customer_175,customer175.gmail.com,Hyderabad,Google Search,2024-10-11,21,M,519.0,2.0,422.51,6.0,At-Risk,4.0,Potential
1177,customer_176,customer176.gmail.com,Pune,SMS,2024-12-09,36,M,114.0,2.0,365.66,8.0,New Customers,1.0,At-Risk
1178,customer_177,customer177.gmail.com,Mumbai,Google Search,2022-06-18,51,F,251.0,2.0,339.5,7.0,Hibernating,1.0,At-Risk
1179,customer_178,customer178.gmail.com,Hyderabad,Email,2022-02-01,41,M,,,,,,,No Purchase
1180,customer_179,customer179.gmail.com,Bengaluru,Paid Social,2023-07-31,28,M,180.0,3.0,639.9,10.0,Loyal Customers,3.0,Loyal
1181,customer_180,customer180.gmail.com,Pune,SMS,2024-06-08,52,F,440.0,1.0,80.9,4.0,Hibernating,1.0,At-Risk
1182,customer_181,customer181.gmail.com,Delhi,Email,2024-12-25,45,F,117.0,2.0,587.38,9.0,New Customers,1.0,At-Risk
1183,customer_182,customer182.gmail.com,Bengaluru,SMS,2023-10-20,45,F,54.0,1.0,312.24,7.0,New Customers,1.0,At-Risk
1184,customer_183,customer183.gmail.com,Hyderabad,SMS,2022-12-29,28,F,333.0,2.0,659.31,8.0,Potential Loyalists,1.0,At-Risk
1185,customer_184,customer184.gmail.com,Bengaluru,Email,2023-09-16,55,M,52.0,4.0,1860.41,14.0,champions,0.0,High Value
1186,customer_185,customer185.gmail.com,Delhi,SMS,2024-02-15,51,F,412.0,1.0,169.37,4.0,Hibernating,1.0,At-Risk
1187,customer_186,customer186.gmail.com,Mumbai,Paid Social,2024-02-17,32,F,,,,,,,No Purchase
1188,customer_187,customer187.gmail.com,Bengaluru,SMS,2023-07-21,25,F,195.0,3.0,728.16,10.0,Loyal Customers,3.0,Loyal
1189,customer_188,customer188.gmail.com,Hyderabad,Google Search,2022-03-01,58,M,1055.0,1.0,636.87,5.0,Lost,2.0,Lost
1190,customer_189,customer189.gmail.com,Pune,Email,2023-08-15,54,F,57.0,5.0,1288.24,14.0,champions,3.0,Loyal
1191,customer_190,customer190.gmail.com,Mumbai,Google Search,2024-01-21,58,F,382.0,1.0,295.75,4.0,Hibernating,1.0,At-Risk
1192,customer_191,customer191.gmail.com,Mumbai,Paid Social,2024-01-21,18,F,739.0,1.0,51.91,3.0,Lost,2.0,Lost
1193,customer_192,customer192.gmail.com,Delhi,SMS,2023-02-12,41,M,718.0,2.0,428.81,5.0,Hibernating,2.0,Lost
1194,customer_193,customer193.gmail.com,Mumbai,Email,2024-10-25,27,M,39.0,2.0,443.71,9.0,New Customers,1.0,At-Risk
1195,customer_194,customer194.gmail.com,Mumbai,Email,2022-08-31,57,F,293.0,3.0,585.4100000000001,9.0,Loyal Customers,3.0,Loyal
1196,customer_195,customer195.gmail.com,Mumbai,Google Search,2024-08-21,34,F,282.0,1.0,192.38,5.0,Hibernating,1.0,At-Risk
1197,customer_196,customer196.gmail.com,Chennai,Paid Social,2022-06-13,31,F,480.0,3.0,741.35,8.0,At-Risk,4.0,Potential
1198,customer_197,customer197.gmail.com,Hyderabad,Google Search,2024-08-18,18,M,260.0,5.0,2301.34,13.0,Loyal Customers,0.0,High Value
1199,customer_198,customer198.gmail.com,Mumbai,Organic,2023-02-23,28,M,35.0,5.0,2431.5,15.0,champions,0.0,High Value
1200,customer_199,customer199.gmail.com,Chennai,Paid Social,2023-04-29,58,F,183.0,3.0,1351.21,11.0,Loyal Customers,3.0,Loyal
1201,customer_200,customer200.gmail.com,Chennai,SMS,2022-08-25,59,F,183.0,2.0,795.91,9.0,New Customers,1.0,At-Risk
